"PERÚ: POBLACIÓN TOTAL PROYECTADA AL 30 DE JUNIO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, 2018 - 2022",,,,,,
UBIGEO,"DEPARTAMENTO, PROVINCIA Y DISTRITO",2018,2019,2020,2021,2022
200307,SONDOR, 7 547, 7 496, 7 425, 7 361, 7 295
200308,SONDORILLO, 11 028, 11 115, 11 172, 11 237, 11 298
200400,MORROPÓN, 170 314, 171 985, 173 193, 174 154, 174 921
200401,CHULUCANAS, 87 221, 88 596, 89 735, 90 461, 91 141
200402,BUENOS AIRES, 9 935, 10 086, 10 211, 10 351, 10 468
200403,CHALACO, 8 008, 7 888, 7 746, 7 615, 7 478
200404,LA MATANZA, 14 639, 14 863, 15 047, 15 254, 15 428
200405,MORROPÓN, 15 736, 15 915, 16 052, 16 229, 16 377
200406,SALITRAL, 8 966, 9 039, 9 086, 9 158, 9 215
200407,SAN JUAN DE BIGOTE, 6 730, 6 730, 6 710, 6 710, 6 697
200408,SANTA CATALINA DE MOSSA, 3 874, 3 849, 3 813, 3 788, 3 755
200409,SANTO DOMINGO, 6 284, 6 164, 6 029, 5 892, 5 750
200410,YAMANGO, 8 921, 8 855, 8 764, 8 696, 8 612
200500,PAITA, 140 578, 144 581, 148 289, 151 501, 154 470
200501,PAITA, 96 202, 99 150, 101 905, 104 513, 106 929
200502,AMOTAPE, 2 480, 2 507, 2 526, 2 547, 2 565
200503,ARENAL, 1 218, 1 235, 1 249, 1 263, 1 270
200504,COLÁN, 16 057, 16 522, 16 953, 17 172, 17 379
200505,LA HUACA, 13 534, 13 868, 14 170, 14 345, 14 510
200506,TAMARINDO, 5 150, 5 246, 5 330, 5 409, 5 479
200507,VICHAYAL, 5 937, 6 053, 6 156, 6 252, 6 338
200600,SULLANA, 331 023, 336 678, 341 490, 345 276, 348 478
200601,SULLANA, 183 056, 186 434, 189 351, 191 400, 193 254
200602,BELLAVISTA, 38 301, 38 655, 38 905, 39 181, 39 384
200603,IGNACIO ESCUDERO, 20 941, 21 335, 21 676, 21 975, 22 210
200604,LANCONES, 13 210, 13 266, 13 286, 13 333, 13 363
200605,MARCAVELICA, 31 067, 31 705, 32 265, 32 747, 33 129
200606,MIGUEL CHECA, 9 675, 9 952, 10 210, 10 419, 10 587
200607,QUERECOTILLO, 27 408, 27 805, 28 130, 28 433, 28 667
200608,SALITRAL, 7 365, 7 526, 7 667, 7 788, 7 884
200700,TALARA, 149 424, 152 037, 154 268, 156 024, 157 511
200701,PARIÑAS, 101 707, 103 472, 104 973, 106 157, 107 159
,,,,,,Continúa…
"PERÚ: POBLACIÓN TOTAL PROYECTADA AL 30 DE JUNIO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, 2018 - 2022",,,,,,
UBIGEO,"DEPARTAMENTO, PROVINCIA Y DISTRITO",2018,2019,2020,2021,2022
,,,,,,
,,,,,,
200702,EL ALTO, 8 617, 8 803, 8 969, 9 097, 9 205
200703,LA BREA, 13 031, 13 129, 13 192, 13 250, 13 300
200704,LOBITOS, 1 396, 1 392, 1 384, 1 380, 1 376
200705,LOS ÓRGANOS, 11 244, 11 453, 11 634, 11 775, 11 895
200706,MÁNCORA, 13 429, 13 788, 14 116, 14 365, 14 576
200800,SECHURA, 84 159, 86 955, 89 597, 91 964, 94 207
200801,SECHURA, 47 345, 49 156, 50 892, 52 436, 53 899
200802,BELLAVISTA DE LA UNIÓN, 4 970, 5 096, 5 210, 5 314, 5 413
200803,BERNAL, 7 356, 7 524, 7 674, 7 812, 7 944
200804,CRISTO NOS VALGA, 4 641, 4 798, 4 948, 5 082, 5 209
200805,VICE, 16 763, 17 264, 17 732, 18 154, 18 553
200806,RINCONADA LLICUAR, 3 084, 3 117, 3 141, 3 166, 3 189
,,,,,,
210000,PUNO,1 236 836,1 239 022,1 237 997,1 233 277,1 226 353
210100,PUNO, 229 668, 230 273, 230 219, 227 448, 224 425
210101,PUNO, 141 077, 142 691, 143 867, 143 434, 142 897
210102,ACORA, 24 212, 23 858, 23 439, 22 703, 21 929
210103,AMANTANI, 3 550, 3 494, 3 430, 3 318, 3 202
210104,ATUNCOLLA, 4 830, 4 791, 4 739, 4 623, 4 496
210105,CAPACHICA, 7 717, 7 448, 7 167, 6 801, 6 433
210106,CHUCUITO, 7 463, 7 433, 7 380, 7 226, 7 055
210107,COATA, 6 975, 6 947, 6 898, 6 754, 6 595
210108,HUATA, 3 220, 3 058, 2 904, 2 720, 2 537
210109,MAÑAZO, 5 363, 5 362, 5 345, 5 254, 5 149
210110,PAUCARCOLLA, 4 444, 4 413, 4 368, 4 263, 4 149
210111,PICHACANI, 5 958, 6 000, 6 026, 6 018, 6 006
210112,PLATERÍA, 7 487, 7 426, 7 346, 7 165, 6 967
210113,SAN ANTONIO, 2 676, 2 690, 2 697, 2 665, 2 627
210114,TIQUILLACA, 1 683, 1 654, 1 620, 1 567, 1 509
210115,VILQUE, 3 013, 3 008, 2 993, 2 937, 2 874
210200,AZÁNGARO, 115 562, 114 007, 112 149, 110 782, 109 293
210201,AZÁNGARO, 31 139, 31 427, 31 615, 31 851, 32 095
210202,ACHAYA, 2 952, 2 870, 2 782, 2 717, 2 647
210203,ARAPA, 7 350, 7 252, 7 130, 7 064, 6 983
210204,ASILLO, 15 165, 14 984, 14 758, 14 510, 14 258
210205,CAMINACA  , 3 103, 3 046, 2 980, 2 937, 2 888
210206,CHUPA, 6 609, 6 177, 5 756, 5 409, 5 054
210207,JOSÉ DOMINGO CHOQUEHUANCA, 4 844, 4 814, 4 767, 4 756, 4 733
210208,MUÑANI, 6 995, 6 943, 6 867, 6 844, 6 804
210209,POTONI, 4 009, 3 824, 3 637, 3 471, 3 301
210210,SAMAN, 9 925, 9 588, 9 231, 8 875, 8 511
210211,SAN ANTON, 7 632, 7 503, 7 352, 7 258, 7 149
210212,SAN JOSÉ, 5 092, 5 015, 4 923, 4 870, 4 805
210213,SAN JUAN DE SALINAS, 3 043, 2 962, 2 875, 2 813, 2 743
210214,SANTIAGO DE PUPUJA, 4 704, 4 613, 4 509, 4 440, 4 361
210215,TIRAPATA, 3 000, 2 989, 2 967, 2 967, 2 961
210300,CARABAYA, 77 927, 78 511, 78 873, 79 376, 79 766
210301,MACUSANI, 13 848, 14 035, 14 173, 14 357, 14 529
210302,AJOYANI, 2 397, 2 441, 2 477, 2 522, 2 562
210303,AYAPATA, 9 587, 9 626, 9 627, 9 591, 9 574
210304,COASA, 6 690, 6 310, 5 932, 5 573, 5 224
,,,,,,Continúa…
"PERÚ: POBLACIÓN TOTAL PROYECTADA AL 30 DE JUNIO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, 2018 - 2022",,,,,,
UBIGEO,"DEPARTAMENTO, PROVINCIA Y DISTRITO",2018,2019,2020,2021,2022
,,,,,,
,,,,,,
210305,CORANI, 4 569, 4 659, 4 735, 4 827, 4 909
210306,CRUCERO, 9 887, 10 008, 10 095, 10 214, 10 326
210307,ITUATA  , 8 174, 8 385, 8 569, 8 786, 8 973
210308,OLLACHEA, 6 299, 6 432, 6 544, 6 679, 6 798
210309,SAN GABAN, 7 341, 7 743, 8 135, 8 564, 8 916
210310,USICAYOS, 9 135, 8 872, 8 586, 8 263, 7 955
210400,CHUCUITO, 93 178, 90 742, 88 112, 86 734, 85 265
210401,JULI, 20 995, 20 740, 20 420, 20 375, 20 291
210402,DESAGUADERO, 14 082, 13 621, 13 132, 12 831, 12 516
210403,HUACULLANI, 9 444, 9 044, 8 634, 8 350, 8 064
210404,KELLUYO, 7 565, 6 975, 6 411, 5 973, 5 557
210405,PISACOMA, 8 676, 8 404, 8 114, 7 939, 7 756
210406,POMATA, 14 587, 14 314, 13 999, 13 874, 13 729
210407,ZEPITA, 17 829, 17 644, 17 402, 17 392, 17 352
210500,EL COLLAO, 68 320, 67 392, 66 287, 65 355, 64 354
210501,ILAVE, 49 591, 49 234, 48 729, 48 331, 47 866
210502,CAPAZO, 1 197, 1 152, 1 107, 1 066, 1 025
210503,PILCUYO, 11 279, 11 059, 10 812, 10 595, 10 369
210504,SANTA ROSA, 3 605, 3 412, 3 220, 3 048, 2 882
210505,CONDURIRI, 2 648, 2 535, 2 419, 2 315, 2 212
210600,HUANCANÉ, 60 419, 59 769, 58 957, 58 213, 57 406
210601,HUANCANÉ, 19 341, 19 222, 19 050, 18 895, 18 718
210602,COJATA, 4 056, 4 037, 4 007, 3 982, 3 951
210603,HUATASANI, 3 279, 3 213, 3 140, 3 071, 3 000
210604,INCHUPALLA, 2 731, 2 668, 2 598, 2 533, 2 466
210605,PUSI , 5 294, 5 201, 5 097, 4 998, 4 895
210606,ROSASPATA, 4 253, 4 151, 4 039, 3 934, 3 825
210607,TARACO, 13 694, 13 636, 13 536, 13 451, 13 349
210608,VILQUE CHICO, 7 771, 7 641, 7 490, 7 349, 7 202
210700,LAMPA, 43 322, 42 996, 42 549, 41 971, 41 348
210701,LAMPA, 11 752, 11 786, 11 783, 11 749, 11 708
210702,CABANILLA, 5 911, 5 943, 5 955, 5 977, 5 992
210703,CALAPUJA, 1 716, 1 739, 1 755, 1 776, 1 797
210704,NICASIO, 2 476, 2 451, 2 419, 2 365, 2 306
210705,OCUVIRI, 2 425, 2 404, 2 376, 2 328, 2 276
210706,PALCA, 1 892, 1 810, 1 725, 1 635, 1 545
210707,PARATIA, 2 823, 2 666, 2 510, 2 358, 2 205
210708,PUCARA, 5 550, 5 505, 5 442, 5 336, 5 219
210709,SANTA LUCÍA, 7 503, 7 486, 7 445, 7 367, 7 279
210710,VILAVILA, 1 274, 1 206, 1 139, 1 080, 1 021
210800,MELGAR, 70 348, 70 119, 69 693, 69 142, 68 510
210801,AYAVIRI, 25 418, 25 708, 25 921, 26 084, 26 215
210802,ANTAUTA, 5 635, 5 711, 5 770, 5 818, 5 859
210803,CUPI, 2 109, 2 073, 2 031, 1 985, 1 936
210804,LLALLI, 2 698, 2 608, 2 513, 2 416, 2 317
210805,MACARI, 7 377, 7 334, 7 268, 7 186, 7 094
210806,NUÑOA, 8 765, 8 581, 8 374, 8 152, 7 921
210807,ORURILLO, 7 983, 7 790, 7 579, 7 358, 7 130
210808,SANTA ROSA, 6 445, 6 408, 6 353, 6 287, 6 213
210809,UMACHIRI, 3 918, 3 906, 3 884, 3 856, 3 825
,,,,,,Continúa…
"PERÚ: POBLACIÓN TOTAL PROYECTADA AL 30 DE JUNIO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, 2018 - 2022",,,,,,
UBIGEO,"DEPARTAMENTO, PROVINCIA Y DISTRITO",2018,2019,2020,2021,2022
,,,,,,
,,,,,,
210900,MOHO, 20 321, 19 776, 19 190, 18 826, 18 445
210901,MOHO, 11 723, 11 334, 10 927, 10 662, 10 383
210902,CONIMA, 3 304, 3 289, 3 263, 3 252, 3 242
210903,HUAYRAPATA, 2 697, 2 594, 2 488, 2 415, 2 341
210904,TILALI, 2 597, 2 559, 2 512, 2 497, 2 479
211000,SAN ANTONIO DE PUTINA, 36 799, 35 803, 34 734, 34 000, 33 233
211001,PUTINA, 14 824, 14 367, 13 882, 13 547, 13 197
211002,ANANEA, 12 692, 12 129, 11 551, 11 145, 10 722
211003,PEDRO VILCA APAZA, 2 005, 1 963, 1 916, 1 884, 1 852
211004,QUILCAPUNCU, 5 495, 5 528, 5 541, 5 557, 5 574
211005,SINA, 1 783, 1 816, 1 844, 1 867, 1 888
211100,SAN ROMÁN, 325 549, 335 193, 344 030, 349 156, 353 070
211101,JULIACA   , 240 615, 246 970, 252 671, 256 093, 258 728
211102,CABANA, 5 314, 5 412, 5 495, 5 547, 5 587
211103,CABANILLAS, 4 652, 4 606, 4 546, 4 412, 4 279
211104,CARACOTO  , 7 247, 7 374, 7 479, 7 545, 7 597
211105,SAN MIGUEL   , 67 721, 70 831, 73 839, 75 559, 76 879
211200,SANDIA, 56 902, 56 575, 56 088, 55 552, 54 952
211201,SANDIA, 11 498, 11 490, 11 446, 11 374, 11 289
211202,CUYOCUYO, 5 619, 5 636, 5 633, 5 623, 5 611
211203,LIMBANI, 3 358, 3 319, 3 269, 3 199, 3 122
211204,PATAMBUCO, 4 244, 4 236, 4 212, 4 177, 4 136
211205,PHARA, 5 956, 6 061, 6 145, 6 220, 6 290
211206,QUIACA, 2 308, 2 312, 2 308, 2 300, 2 291
211207,SAN JUAN DEL ORO, 3 869, 3 543, 3 235, 3 022, 2 808
211208,YANAHUAYA, 2 176, 2 155, 2 127, 2 089, 2 045
211209,ALTO INAMBARI, 7 530, 7 517, 7 480, 7 422, 7 356
211210,SAN PEDRO DE PUTINA PUNCU, 10 344, 10 306, 10 233, 10 126, 10 004
211300,YUNGUYO, 38 521, 37 866, 37 116, 36 722, 36 286
211301,YUNGUYO, 25 447, 25 159, 24 795, 24 651, 24 474
211302,ANAPIA, 1 826, 1 787, 1 743, 1 717, 1 687
211303,COPANI, 5 023, 4 985, 4 930, 4 922, 4 904
211304,CUTURAPI, 1 385, 1 366, 1 344, 1 335, 1 323
211305,OLLARAYA, 2 839, 2 710, 2 579, 2 476, 2 373
211306,TINICACHI,  957,  917,  876,  846,  815
211307,UNICACHI, 1 044,  942,  849,  775,  710
,,,,,,
220000,SAN MARTÍN, 866 861, 884 283, 899 648, 912 674, 924 384
220100,MOYOBAMBA, 130 133, 132 050, 133 631, 134 873, 135 911
220101,MOYOBAMBA, 81 678, 83 623, 85 365, 86 774, 88 059
220102,CALZADA, 4 653, 4 729, 4 792, 4 848, 4 889
220103,HABANA, 1 681, 1 681, 1 677, 1 673, 1 664
220104,JEPELACIO, 16 313, 16 165, 15 972, 15 771, 15 547
220105,SORITOR, 22 922, 22 947, 22 909, 22 876, 22 810
220106,YANTALO, 2 886, 2 905, 2 916, 2 931, 2 942
220200,BELLAVISTA, 58 698, 59 867, 60 893, 61 772, 62 564
220201,BELLAVISTA, 17 819, 18 244, 18 627, 18 949, 19 240
220202,ALTO BIAVO, 8 877, 9 243, 9 595, 9 880, 10 136
220203,BAJO BIAVO, 14 445, 14 762, 15 041, 15 279, 15 494
220204,HUALLAGA, 2 741, 2 741, 2 735, 2 734, 2 733
220205,SAN PABLO, 8 672, 8 668, 8 638, 8 627, 8 617
,,,,,,Continúa…
"PERÚ: POBLACIÓN TOTAL PROYECTADA AL 30 DE JUNIO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, 2018 - 2022",,,,,,
UBIGEO,"DEPARTAMENTO, PROVINCIA Y DISTRITO",2018,2019,2020,2021,2022
,,,,,,
,,,,,,
220206,SAN RAFAEL, 6 144, 6 209, 6 257, 6 303, 6 344
220300,EL DORADO, 41 211, 42 145, 42 983, 43 696, 44 342
220301,SAN JOSÉ DE SISA, 16 290, 16 664, 16 998, 17 282, 17 540
220302,AGUA BLANCA, 2 383, 2 375, 2 359, 2 350, 2 342
220303,SAN MARTÍN, 12 378, 12 750, 13 096, 13 384, 13 645
220304,SANTA ROSA, 7 049, 7 185, 7 305, 7 409, 7 502
220305,SHATOJA, 3 111, 3 171, 3 225, 3 271, 3 313
220400,HUALLAGA, 29 027, 29 597, 30 097, 30 525, 30 906
220401,SAPOSOA, 14 328, 14 585, 14 798, 15 009, 15 204
220402,ALTO SAPOSOA, 4 822, 5 098, 5 374, 5 601, 5 805
220403,EL ESLABON, 2 105, 2 051, 1 992, 1 931, 1 871
220404,PISCOYACU, 4 510, 4 619, 4 716, 4 806, 4 888
220405,SACANCHE, 2 449, 2 425, 2 395, 2 350, 2 306
220406,TINGO DE SAPOSOA,  813,  819,  822,  828,  832
220500,LAMAS, 86 767, 87 816, 88 637, 89 224, 89 673
220501,LAMAS, 15 067, 15 288, 15 474, 15 640, 15 773
220502,ALONSO DE ALVARADO, 14 535, 14 532, 14 486, 14 425, 14 365
220503,BARRANQUITA, 7 038, 7 245, 7 435, 7 602, 7 771
220504,CAYNARACHI   , 10 470, 10 787, 11 081, 11 297, 11 466
220505,CUÑUMBUQUI, 3 277, 3 191, 3 100, 2 998, 2 895
220506,PINTO RECODO, 9 151, 9 156, 9 134, 9 085, 9 036
220507,RUMISAPA, 3 599, 3 725, 3 842, 3 926, 3 992
220508,SAN ROQUE DE CUMBAZA, 1 679, 1 700, 1 715, 1 732, 1 744
220509,SHANAO, 1 999, 1 963, 1 920, 1 863, 1 806
220510,TABALOSOS, 14 248, 14 440, 14 593, 14 737, 14 855
220511,ZAPATERO, 5 704, 5 789, 5 857, 5 919, 5 970
220600,MARISCAL CÁCERES, 68 880, 71 100, 73 193, 75 144, 77 023
220601,JUANJUI, 32 828, 33 472, 34 024, 34 568, 35 093
220602,CAMPANILLA, 15 259, 16 221, 17 190, 18 060, 18 897
220603,HUICUNGO, 8 801, 9 113, 9 409, 9 684, 9 948
220604,PACHIZA, 6 295, 6 529, 6 752, 6 958, 7 158
220605,PAJARILLO, 5 697, 5 765, 5 818, 5 874, 5 927
220700,PICOTA, 42 832, 43 491, 44 039, 44 476, 44 848
220701,PICOTA, 10 846, 11 162, 11 450, 11 680, 11 895
220702,BUENOS AIRES, 3 040, 3 035, 3 019, 3 019, 3 014
220703,CASPISAPA, 2 138, 2 165, 2 186, 2 208, 2 224
220704,PILLUANA,  882,  882,  881,  880,  878
220705,PUCACACA, 2 989, 3 008, 3 019, 3 034, 3 044
220706,SAN CRISTÓBAL, 1 211, 1 207, 1 199, 1 198, 1 195
220707,SAN HILARION, 3 901, 3 867, 3 823, 3 774, 3 720
220708,SHAMBOYACU, 9 808, 10 134, 10 440, 10 670, 10 885
220709,TINGO DE PONASA, 3 895, 3 897, 3 888, 3 878, 3 862
220710,TRES UNIDOS, 4 122, 4 134, 4 134, 4 135, 4 131
220800,RIOJA, 126 568, 129 260, 131 651, 133 698, 135 554
220801,RIOJA, 25 911, 26 323, 26 660, 26 962, 27 203
220802,AWAJUN, 7 870, 7 925, 7 955, 7 990, 8 012
220803,ELÍAS SOPLÍN VARGAS, 18 547, 19 703, 20 862, 21 880, 22 871
220804,NUEVA CAJAMARCA, 44 888, 45 934, 46 862, 47 584, 48 250
220805,PARDO MIGUEL, 17 177, 17 206, 17 183, 17 168, 17 133
220806,POSIC, 1 964, 2 031, 2 094, 2 147, 2 191
,,,,,,Continúa…
"PERÚ: POBLACIÓN TOTAL PROYECTADA AL 30 DE JUNIO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, 2018 - 2022",,,,,,
UBIGEO,"DEPARTAMENTO, PROVINCIA Y DISTRITO",2018,2019,2020,2021,2022
,,,,,,
,,,,,,
220807,SAN FERNANDO, 3 698, 3 694, 3 678, 3 671, 3 660
220808,YORONGOS, 2 654, 2 617, 2 573, 2 541, 2 510
220809,YURACYACU, 3 859, 3 827, 3 784, 3 755, 3 724
220900,SAN MARTÍN, 207 197, 212 857, 218 074, 222 442, 226 393
220901,TARAPOTO, 80 445, 81 787, 82 900, 83 892, 84 794
220902,ALBERTO LEVEAU,  901,  910,  915,  923,  927
220903,CACATACHI, 3 639, 3 714, 3 778, 3 834, 3 885
220904,CHAZUTA, 10 235, 10 422, 10 580, 10 719, 10 845
220905,CHIPURANA, 2 314, 2 364, 2 407, 2 445, 2 478
220906,EL PORVENIR, 2 468, 2 514, 2 551, 2 585, 2 615
220907,HUIMBAYOC, 5 337, 5 446, 5 542, 5 624, 5 700
220908,JUAN GUERRA, 3 987, 4 072, 4 147, 4 212, 4 270
220909,LA BANDA DE SHILCAYO, 45 450, 47 438, 49 359, 50 923, 52 334
220910,MORALES, 39 372, 41 348, 43 287, 44 851, 46 263
220911,PAPAPLAYA, 2 104, 2 068, 2 028, 1 998, 1 972
220912,SAN ANTONIO, 1 688, 1 714, 1 734, 1 752, 1 770
220913,SAUCE, 7 279, 7 050, 6 810, 6 625, 6 459
220914,SHAPAJA, 1 978, 2 010, 2 036, 2 059, 2 081
221000,TOCACHE, 75 548, 76 100, 76 450, 76 824, 77 170
221001,TOCACHE  2/, 29 831, 30 203, 30 496, 30 566, 30 856
221002,NUEVO PROGRESO, 12 269, 12 414, 12 525, 12 641, 12 753
221003,PÓLVORA, 10 986, 11 056, 11 095, 11 138, 11 175
221004,SHUNTE, 1 334, 1 355, 1 374, 1 392, 1 410
221005,UCHIZA 2/, 21 128, 21 072, 20 960, 14 838, 14 758
221006,SANTA LUCIA  2/,Creado 2021,Creado 2021,Creado 2021, 6 249, 6 218
,,,,,,
230000,TACNA, 354 644, 363 205, 370 974, 377 842, 384 222
230100,TACNA, 329 914, 338 421, 346 192, 352 781, 358 935
230101,TACNA   , 101 639, 103 125, 104 314, 105 248, 106 071
230102,ALTO DE LA ALIANZA, 35 272, 35 319, 35 258, 35 035, 34 733
230103,CALANA, 3 278, 3 355, 3 424, 3 478, 3 526
230104,CIUDAD NUEVA, 33 044, 32 991, 32 834, 32 530, 32 153
230105,INCLAN, 2 865, 2 779, 2 688, 2 586, 2 484
230106,PACHIA, 2 218, 2 251, 2 277, 2 291, 2 304
230107,PALCA, 2 065, 2 150, 2 232, 2 309, 2 384
230108,POCOLLAY, 19 008, 19 240, 19 415, 19 447, 19 471
230109,SAMA, 3 435, 3 564, 3 686, 3 794, 3 897
230110,CRNEL.GREGORIO ALBARRACIN LANCHIPA, 120 575, 127 017, 133 338, 139 270, 145 066
230111,LA YARADA LOS PALOS  , 6 515, 6 630, 6 726, 6 793, 6 846
230200,CANDARAVE, 6 378, 6 242, 6 093, 6 083, 6 062
230201,CANDARAVE, 2 473, 2 420, 2 359, 2 353, 2 343
230202,CAIRANI, 1 022,  997,  970,  965,  959
230203,CAMILACA, 1 200, 1 161, 1 120, 1 105, 1 088
230204,CURIBAYA,  420,  449,  479,  517,  554
230205,HUANUARA,  524,  503,  480,  470,  457
230206,QUILAHUANI,  739,  712,  685,  673,  661
230300,JORGE BASADRE, 12 013, 12 295, 12 549, 12 849, 13 115
230301,LOCUMBA, 2 567, 2 620, 2 669, 2 732, 2 784
230302,ILABAYA, 6 225, 6 452, 6 663, 6 909, 7 133
230303,ITE, 3 221, 3 223, 3 217, 3 208, 3 198
230400,TARATA, 6 339, 6 247, 6 140, 6 129, 6 110
230401,TARATA, 3 593, 3 593, 3 585, 3 583, 3 578
,,,,,,Continúa…
"PERÚ: POBLACIÓN TOTAL PROYECTADA AL 30 DE JUNIO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, 2018 - 2022",,,,,,
,,,,,,Conclusión.
UBIGEO,"DEPARTAMENTO, PROVINCIA Y DISTRITO",2018,2019,2020,2021,2022
,,,,,,
,,,,,,
230402,HÉROES ALBARRACÍN,  326,  310,  295,  294,  292
230403,ESTIQUE,  250,  234,  219,  218,  218
230404,ESTIQUE-PAMPA,  333,  332,  325,  322,  319
230405,SITAJARA,  363,  348,  334,  333,  332
230406,SUSAPAYA,  532,  510,  488,  488,  484
230407,TARUCACHI,  329,  322,  312,  309,  306
230408,TICACO,  613,  598,  582,  582,  581
,,,,,,
240000,TUMBES, 241 321, 246 699, 251 521, 255 712, 259 556
240100,TUMBES, 165 555, 168 659, 171 356, 173 641, 175 684
240101,TUMBES, 109 787, 111 761, 113 458, 115 148, 116 717
240102,CORRALES, 24 746, 25 242, 25 679, 25 929, 26 120
240103,LA CRUZ, 10 167, 10 434, 10 679, 10 849, 10 995
240104,PAMPAS DE HOSPITAL, 7 326, 7 460, 7 578, 7 643, 7 691
240105,SAN JACINTO, 8 816, 8 936, 9 035, 9 078, 9 112
240106,SAN JUAN DE LA VIRGEN, 4 713, 4 826, 4 927, 4 994, 5 049
240200,CONTRALMIRANTE VILLAR, 22 692, 23 431, 24 127, 24 759, 25 361
240201,ZORRITOS, 13 115, 13 476, 13 807, 14 099, 14 369
240202,CASITAS, 2 609, 2 658, 2 700, 2 737, 2 772
240203,CANOAS DE PUNTA SAL , 6 968, 7 297, 7 620, 7 923, 8 220
240300,ZARUMILLA, 53 074, 54 609, 56 038, 57 312, 58 511
240301,ZARUMILLA, 24 067, 24 756, 25 390, 26 050, 26 665
240302,AGUAS VERDES, 18 615, 18 931, 19 195, 19 512, 19 806
240303,MATAPALO, 3 677, 3 991, 4 320, 4 505, 4 686
240304,PAPAYAL, 6 715, 6 931, 7 133, 7 245, 7 354
,,,,,,
250000,UCAYALI, 558 767, 574 509, 589 110, 602 400, 615 024
250100,CORONEL PORTILLO, 425 956, 437 302, 447 733, 457 311, 466 369
250101,CALLERIA, 165 393, 168 924, 172 052, 174 981, 177 751
250102,CAMPOVERDE, 18 426, 19 029, 19 598, 20 113, 20 601
250103,IPARIA, 12 052, 12 217, 12 350, 12 481, 12 605
250104,MASISEA, 11 880, 11 937, 11 961, 11 997, 12 030
250105,YARINACOCHA, 112 352, 115 625, 118 666, 121 443, 124 069
250106,NUEVA REQUENA, 5 624, 5 690, 5 742, 5 794, 5 843
250107,MANANTAY, 100 229, 103 880, 107 364, 110 502, 113 470
250200,ATALAYA, 57 633, 59 396, 61 049, 62 480, 63 844
250201,RAYMONDI, 37 423, 38 611, 39 732, 40 699, 41 621
250202,SEPAHUA, 7 963, 8 123, 8 264, 8 390, 8 510
250203,TAHUANIA, 9 969, 10 303, 10 618, 10 890, 11 149
250204,YURUA, 2 278, 2 359, 2 435, 2 501, 2 564
250300,PADRE ABAD, 71 835, 74 494, 77 044, 79 328, 81 541
250301,PADRE ABAD 5/ 10/, 35 675, 36 918, 38 100, 29 520, 30 297
250302,IRAZOLA  , 11 230, 11 656, 12 065, 12 431, 12 786
250303,CURIMANA, 9 377, 9 803, 10 219, 10 588, 10 946
250304,NESHUYA   , 9 650, 10 080, 10 501, 10 874, 11 236
250305,ALEXANDER VON HUMBOLDT  , 5 903, 6 037, 6 159, 6 272, 6 380
250306,HUIPOCA 5/,Creado 2021,Creado 2021,Creado 2021, 4 434, 4 550
250307,BOQUERON  10/,Creado 2021,Creado 2021,Creado 2021, 5 209, 5 346
250400,PURÚS, 3 343, 3 317, 3 284, 3 281, 3 270
250401,PURÚS, 3 343, 3 317, 3 284, 3 281, 3 270
"1/ Según Ley N° 31092 publicado en el diario oficial El Peruano el 19 de diciembre 2020, se creo el distrito de Lambras, proveniente de los distritos de Surcubamba y Huachocolpa de la provincia de Tayacaja, departamento de Huancavelica.",,,,,,
"2/ Según Ley N° 31128 publicado en el diario oficial El Peruano el 4 de marzo 2021, se creo el distrito de Santa Lucia, proveniente en su mayor parte del distrito Uchiza y los centros poblados Pedro Rondoi y José Carlos Mariategui del distrito de Tocache de la provincia de Tocache, departamento de San Martín.",,,,,,
"3/ Según Ley N° 31130 publicado en el diario oficial El Peruano el 5 de marzo  2021, se creo el distrito de Unión Progreso, proveniente de Anco de la provincia de La Mar, departamento de Ayacucho.",,,,,,
"4/ Según Ley N° 31132 publicado en el diario oficial El Peruano el 9 de marzo 2021, se creo el distrito de Cochabamba, proveniente de Tintay Puncu de la provincia de Tayacaya, departamento de Huancavelica.",,,,,,
"5/ Según Ley N° 31133 publicado en el diario oficial El Peruano el 9 de marzo 2021, se creo el distrito de Huipoca, proveniente de Padre Abad de la provincia del mismo nombre, departamento de Ucayali.",,,,,,
"6/ Según Ley N° 31134 publicado en el diario oficial El Peruano el 9 de marzo 2021, se creo el distrito de Putis, proveniente de distrito Santillana de la provincia de Huanta, departamento de Ayacucho.",,,,,,
"7/ Según Ley N° 31135 publicado en el diario oficial El Peruano el 9 de marzo 2021, se creo el distrito de Río Magdalena, proveniente del distrito Samugari de la provincia La Mar, departamento de Ayacucho.",,,,,,
"8/ Según Ley N° 31137 publicado en el diario oficial El Peruano el 16 de marzo 2021, se creo el distrito de Ninabamba, proveniente del distrito San Miguel de la provincia La Mar, departamento de Ayacucho.",,,,,,
